vcc 0 0 0 vcc_model vcc_type global_master
adc/adc/iclkdrv/iclkgenprim1/bfn02/mg101.qna 290 200 680 nsvt n ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn02/mg101.qpa 291 200 680 psvt p ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn02/mqn1 292 200 680 nsvt n ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn02/mqp1 293 200 680 psvt p ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn03/mg101.qna 294 200 680 nsvt n ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn03/mg101.qpa 295 200 680 psvt p ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn03/mqn1 296 200 680 nsvt n ec0bfn000al1n02x5
adc/adc/iclkdrv/iclkgenprim1/bfn03/mqp1 297 200 680 psvt p ec0bfn000al1n02x5
adc/adc/ec0udpd00an2n00x5_2x/mqn0 298 200 340 n n ec0udpd00an1n00x5
adc/adc/ec0udpd00an2n00x5_3x/mqn0 299 200 340 n n ec0udpd00an1n00x5
adc/adc/isdmodana/iadccore/inv00/mqn1 300 200 2720 nsvt n ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv00/mqp1 301 200 2720 psvt p ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/iswtnkser/mqn1[0] 302 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqn1[1] 303 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqn1[2] 304 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqn2[0] 305 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqn2[1] 306 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqn2[2] 307 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp1[0] 308 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp1[1] 309 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp1[2] 310 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp2q[0] 311 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp2q[1] 312 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/mqp2q[2] 313 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg1.qna 314 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg1.qpa 315 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg101.qna 316 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg101.qpa 317 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg2.qns 318 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg2.qpsb 319 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg3.qna 320 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg3.qpa 321 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg4.qna 322 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg4.qpa 323 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg5.qns 324 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/imux1/mg5.qpsb 325 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/inv0/mqn1 326 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswtnkser/inv0/mqp1 327 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/invdrv/mqn1 328 200 1360 nsvt n ec0inv000al1n04x5
adc/adc/isdmodana/iadccore/invdrv/mqp1 329 200 1360 psvt p ec0inv000al1n04x5
adc/adc/isdmodana/iadccore/invc1/mqn0 330 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqn1 331 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqn2 332 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqn3 333 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqn4 334 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqn5 335 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp0 336 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp1 337 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp2 338 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp5 339 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp6 340 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc1/mqp7 341 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn0 342 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn1 343 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn2 344 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn3 345 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn4 346 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqn5 347 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp0 348 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp1 349 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp2 350 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp5 351 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp6 352 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc2/mqp7 353 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn0 354 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn1 355 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn2 356 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn3 357 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn4 358 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqn5 359 200 680 nsvt n ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp0 360 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp1 361 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp2 362 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp5 363 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp6 364 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/invc3/mqp7 365 200 680 psvt p ip746ddgckljpll_thmusd_invcsc
adc/adc/isdmodana/iadccore/iswbktvin/mqn1[0] 366 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqn1[1] 367 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqn1[2] 368 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqn2[0] 369 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqn2[1] 370 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqn2[2] 371 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp1[0] 372 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp1[1] 373 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp1[2] 374 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp2q[0] 375 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp2q[1] 376 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/mqp2q[2] 377 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg1.qna 378 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg1.qpa 379 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg101.qna 380 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg101.qpa 381 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg2.qns 382 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg2.qpsb 383 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg3.qna 384 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg3.qpa 385 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg4.qna 386 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg4.qpa 387 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg5.qns 388 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/imux1/mg5.qpsb 389 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/inv0/mqn1 390 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswbktvin/inv0/mqp1 391 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/mqn1[0] 392 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqn1[1] 393 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqn1[2] 394 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqn2[0] 395 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqn2[1] 396 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqn2[2] 397 200 680 n n ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp1[0] 398 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp1[1] 399 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp1[2] 400 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp2[0] 401 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp2[1] 402 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/mqp2[2] 403 200 680 p p ip746ddgckljpll_thmusd_swfbk
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg1.qna 404 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg1.qpa 405 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg101.qna 406 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg101.qpa 407 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg2.qns 408 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg2.qpsb 409 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg3.qna 410 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg3.qpa 411 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg4.qna 412 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg4.qpa 413 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg5.qns 414 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/imux1/mg5.qpsb 415 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/inv0/mqn1 416 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/inv0/mqp1 417 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/inv1/mqn1 418 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswbktvref/inv1/mqp1 419 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv1/mqn1 420 200 2720 nsvt n ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv1/mqp1 421 200 2720 psvt p ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv2/mqn1 422 200 2720 nsvt n ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv2/mqp1 423 200 2720 psvt p ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv3/mqn1 424 200 2720 nsvt n ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv3/mqp1 425 200 2720 psvt p ec0inv000al1n08x5
adc/adc/isdmodana/iadccore/inv4/mqn1 426 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv4/mqp1 427 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv5/mqn1 428 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv5/mqp1 429 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv6/mqn1 430 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/inv6/mqp1 431 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/mqn1[0] 432 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqn1[1] 433 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqn1[2] 434 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqn2[0] 435 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqn2[1] 436 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqn2[2] 437 200 680 n n ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp1[0] 438 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp1[1] 439 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp1[2] 440 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp2q[0] 441 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp2q[1] 442 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/mqp2q[2] 443 200 680 p p ip746ddgckljpll_thmusd_sw
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg1.qna 444 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg1.qpa 445 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg101.qna 446 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg101.qpa 447 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg2.qns 448 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg2.qpsb 449 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg3.qna 450 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg3.qpa 451 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg4.qna 452 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg4.qpa 453 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg5.qns 454 200 680 nsvt n ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/imux1/mg5.qpsb 455 200 680 psvt p ec0mbn022al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/inv0/mqn1 456 200 680 nsvt n ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iswtnkpar/inv0/mqp1 457 200 680 psvt p ec0inv000al1n02x5
adc/adc/isdmodana/iadccore/iamp/mqn0[0] 458 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn0[1] 459 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn1[0] 460 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn1[1] 461 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn2[0] 462 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn2[1] 463 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn3[0] 464 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqn3[1] 465 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnbiasb 466 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnbiast 467 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[0] 468 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[10] 469 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[11] 470 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[12] 471 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[13] 472 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[14] 473 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[15] 474 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[16] 475 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[17] 476 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[18] 477 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[19] 478 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[1] 479 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[20] 480 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[21] 481 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[22] 482 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[23] 483 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[24] 484 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[25] 485 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[2] 486 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[3] 487 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[4] 488 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[5] 489 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[6] 490 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[7] 491 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[8] 492 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqncg[9] 493 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnd1[0] 494 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnd1[1] 495 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnd2[0] 496 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnd2[1] 497 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqndis0 498 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqndis1 499 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqndis2 500 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqnen 501 200 680 nsvt n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[0] 502 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[1] 503 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[2] 504 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[3] 505 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[4] 506 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[5] 507 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[6] 508 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[7] 509 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[8] 510 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqntc[9] 511 200 680 n n ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp0[0] 512 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp0[1] 513 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp1[0] 514 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp1[1] 515 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp2[0] 516 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp2[1] 517 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp3[0] 518 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp3[1] 519 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp4[0] 520 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp4[1] 521 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp5[0] 522 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp5[1] 523 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp6[0] 524 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp6[1] 525 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp7[0] 526 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp7[1] 527 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp8[0] 528 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp8[1] 529 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp9[0] 530 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqp9[1] 531 200 680 p p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqpbiasb 532 200 680 psvt p ip746ddgckljpll_adc_invamp
adc/adc/isdmodana/iadccore/iamp/mqpbiast 533 200 680 psvt p ip746ddgckljpll_adc_invamp
